Modèle,Kilométrage,Année,Boîte,Carburant,Puissance fiscale,Prix
Ford Ecosport Titanium Plus Sans roue,25 000 km,2022,Automatique,Essence,7 cv,77 000 DT
Fiat Linea,150 000 km,2014,Manuelle,Essence,6 cv,28 000 DT
MG ZS Luxe,100 000 km,2021,Automatique,Essence,7 cv,62 000 DT
BMW Série 2 Active Tourer Business Line,141 000 km,2016,Manuelle,Diesel,7 cv,75 000 DT
Mercedes-Benz Classe E,47 000 km,2020,Automatique,Diesel,9 cv,175 000 DT
Haval H6,53 000 km,2020,Automatique,Essence,9 cv,89 000 DT
BMW X3 Pack Sport M Limited Edition,102 000 km,2019,Automatique,Diesel,11 cv,164 000 DT
Seat Leon Style,270 000 km,2014,Automatique,Essence,6 cv,41 000 DT
Mercedes-Benz Classe E Elegance,300 000 km,2010,Manuelle,Diesel,7 cv,67 000 DT
Nissan Terrano,110 000 km,2005,Manuelle,Diesel,10 cv,59 500 DT
Land Rover Discovery SE,3 000 km,2018,Automatique,Diesel,16 cv,Non dédouané                    287 000 DT
Jeep Wrangler Rubicon,72 000 km,2017,Automatique,Essence,20 cv,195 000 DT
KIA Sportage GT-Line,120 210 km,2021,Automatique,Essence,8 cv,116 000 DT
Chevrolet Sonic,194 000 km,2017,Manuelle,Essence,5 cv,30 000 DT
Volkswagen Golf 7 Access,95 500 km,2019,Automatique,Essence,6 cv,69 000 DT
Dacia Sandero,1 708 km,2024,Manuelle,Essence,5 cv,55 000 DT
Mahindra KUV 100 K8,110 000 km,2020,Manuelle,Essence,5 cv,30 000 DT
Ford Ranger Wildtrak,100 000 km,2020,Automatique,Diesel,7 cv,150 000 DT
Porsche Macan S,130 000 km,2015,Automatique,Essence,23 cv,185 000 DT
Porsche Macan S,57 000 km,2017,Automatique,Essence,15 cv,220 000 DT
Porsche Cayenne,200 000 km,2011,Automatique,Essence,32 cv,120 000 DT
Audi A4 Business,185 000 km,2013,Manuelle,Essence,7 cv,40 000 DT
Ssangyong Tivoli Confort Plus,90 000 km,2017,Automatique,Essence,8 cv,67 000 DT
Mahindra KUV 100 K8,80 000 km,2022,Manuelle,Essence,4 cv,34 000 DT
Citroën Jumpy Combi multispace,141 000 km,2016,Manuelle,Diesel,6 cv,57 000 DT
Mercedes-Benz ML bva,165 000 km,2010,Automatique,Diesel,15 cv,75 000 DT
MG ZS Luxury,160 000 km,2018,Automatique,Essence,7 cv,62 000 DT
Mercedes-Benz Classe E Elegance,212 000 km,2011,Automatique,Essence,11 cv,62 000 DT
Mini 3 portes Classic,150 000 km,2010,Manuelle,Essence,5 cv,28 500 DT
Mercedes-Benz Classe C,163 000 km,2012,Automatique,Essence,9 cv,72 000 DT
Mercedes-Benz CLS AMG,30 000 km,2018,Automatique,Diesel,15 cv,Non dédouané                    285 000 DT
Volkswagen Golf 7 Confortline,259 000 km,2017,Manuelle,Essence,5 cv,60 000 DT
Volkswagen Polo,50 000 km,2022,Automatique,Essence,4 cv,54 000 DT
Hyundai i20 High Grade,63 000 km,2022,Manuelle,Essence,5 cv,62 000 DT
Seat Leon SC Référence,155 000 km,2018,Manuelle,Essence,6 cv,45 000 DT
Mercedes-Benz Classe C Avantgarde,76 300 km,2017,Automatique,Essence,14 cv,170 000 DT
Volkswagen Golf 5,350 000 km,2008,Manuelle,Diesel,6 cv,35 000 DT
Volkswagen Golf 7 Highline,99 500 km,2018,Manuelle,Essence,6 cv,76 000 DT
Ford Focus Trend Sport,195 000 km,2014,Manuelle,Essence,7 cv,37 000 DT
Porsche Cayenne,212 000 km,2011,Automatique,Essence,21 cv,104 000 DT
BMW Série 3,209 000 km,2010,Manuelle,Essence,7 cv,41 000 DT
Volkswagen Golf 7 Smartline,163 000 km,2015,Manuelle,Essence,5 cv,48 500 DT
Mercedes-Benz GLE Coupé AMG,50 000 km,2022,Automatique,Hybride,17 cv,450 000 DT
DS 5,115 000 km,2017,Automatique,Essence,9 cv,42 000 DT
Peugeot 2008,145 000 km,2017,Manuelle,Essence,5 cv,43 000 DT
Mercedes-Benz Classe C Avantgarde,220 000 km,2007,Automatique,Diesel,10 cv,36 000 DT
Nissan Qashqai,220 865 km,2017,Manuelle,Diesel,7 cv,50 000 DT
Volkswagen Polo,198 000 km,2013,Automatique,Essence,5 cv,35 000 DT
Volkswagen Scirocco,154 000 km,2010,Automatique,Essence,9 cv,36 000 DT
Jaguar XJL,230 000 km,2016,Automatique,Essence,16 cv,111 000 DT
Audi Q5 Sportback S-Line,21 000 km,2022,Automatique,Hybride,16 cv,280 000 DT
BMW Série 1 Urban Line,158 000 km,2012,Automatique,Essence,7 cv,46 000 DT
Volvo S80 CUIR BOIS NORDIQUE,228 000 km,2014,Automatique,Essence,10 cv,38 000 DT
Citroën C1 Gris anthracite,32 000 km,2019,Manuelle,Essence,4 cv,Non dédouané                    38 000 DT
Mercedes-Benz Classe C,65 000 km,2020,Automatique,Essence,9 cv,158 000 DT
Toyota RAV 4,281 000 km,2016,Automatique,Essence,9 cv,56 000 DT
Land Rover Range Rover Sport,325 000 km,2016,Automatique,Diesel,19 cv,133 000 DT
BMW X1 xLine,111 000 km,2016,Automatique,Essence,7 cv,85 000 DT
KIA Sportage,166 000 km,2011,Automatique,Essence,11 cv,58 000 DT
Volkswagen Amarok,138 000 km,2015,Automatique,Diesel,7 cv,110 000 DT
Haval H6,125 000 km,2019,Automatique,Essence,9 cv,73 000 DT
Suzuki Jimny 3 portes,52 000 km,2022,Automatique,Essence,6 cv,98 000 DT
Audi A3 Berline,21 000 km,2020,Automatique,Essence,8 cv,120 000 DT
KIA Rio 5p,4 200 km,2022,Manuelle,Essence,5 cv,71 000 DT
Toyota Prado,250 000 km,2015,Automatique,Essence,11 cv,180 000 DT
Porsche Cayenne,190 000 km,2004,Automatique,Essence,19 cv,48 000 DT
Nissan Patrol,480 000 km,1999,Manuelle,Diesel,11 cv,53 000 DT
KIA Sportage,85 000 km,2020,Automatique,Essence,11 cv,95 000 DT
Renault Kadjar,83 000 km,2018,Manuelle,Essence,7 cv,68 000 DT
Jaguar XJL,35 000 km,2019,Automatique,Essence,16 cv,285 000 DT
Mercedes-Benz Classe E,106 000 km,2017,Automatique,Essence,9 cv,127 000 DT
Ford Mustang,63 000 km,2018,Automatique,Essence,19 cv,190 000 DT
Haval H6 Luxury,79 000 km,2020,Automatique,Essence,9 cv,86 000 DT
Mercedes-Benz Classe C,239 000 km,2009,Automatique,Essence,11 cv,45 000 DT
Land Rover Range Rover Evoque,76 000 km,2020,Automatique,Hybride,8 cv,170 000 DT
Land Rover Range Rover Evoque,115 000 km,2016,Automatique,Diesel,8 cv,135 000 DT
Audi Q7 S-Line 7 places,54 000 km,2018,Automatique,Essence,16 cv,240 000 DT
Mercedes-Benz Classe E coupé,70 000 km,2017,Automatique,Essence,10 cv,185 000 DT
BMW X6 M PERFORMANCE,103 000 km,2010,Automatique,Essence,48 cv,160 000 DT
Audi Q4 E-tron,24 000 km,2022,Automatique,Electrique,5 cv,138 000 DT
Hyundai Tucson,42 000 km,2022,Automatique,Hybride,7 cv,125 000 DT
KIA Sportage,100 000 km,2019,Manuelle,Diesel,7 cv,88 000 DT
Mercedes-Benz Classe C,93 000 km,2016,Automatique,Diesel,6 cv,117 000 DT
Smart ForFour,148 000 km,2015,Manuelle,Essence,4 cv,34 500 DT
Jeep Compass,44 000 km,2020,Automatique,Essence,11 cv,135 000 DT
Mercedes-Benz CLS AMG,63 000 km,2016,Automatique,Diesel,11 cv,160 000 DT
Honda Civic RS,62 000 km,2018,Automatique,Essence,10 cv,62 000 DT
Toyota Yaris,82 000 km,2020,Manuelle,Essence,4 cv,40 000 DT
BMW Série 7,236 000 km,2002,Automatique,Essence,24 cv,45 000 DT
Haval H6 Luxury,70 000 km,2021,Automatique,Essence,9 cv,85 000 DT
MG HS Trophy,130 000 km,2022,Automatique,Essence,9 cv,79 500 DT
Audi A4,328 000 km,2010,Manuelle,Diesel,7 cv,49 000 DT
Ford Kuga Titanium,100 500 km,2022,Automatique,Essence,10 cv,103 000 DT
Chevrolet Sonic,352 000 km,2018,Manuelle,Essence,5 cv,21 000 DT
Mini 5 portes,54 000 km,2015,Automatique,Essence,5 cv,72 000 DT
MG One Luxury+,4 000 km,2024,Automatique,Essence,10 cv,102 000 DT
Mercedes-Benz CLA Progressive,117 000 km,2015,Automatique,Essence,7 cv,78 000 DT
Mercedes-Benz Classe C AMG,180 000 km,2019,Manuelle,Diesel,6 cv,Sous leasing                    157 300 DT
Volkswagen Golf 7,81 000 km,2019,Automatique,Essence,6 cv,68 000 DT
Peugeot 207,90 000 km,2007,Manuelle,Essence,6 cv,21 000 DT
BMW Série 5,191 000 km,2012,Automatique,Diesel,10 cv,79 000 DT
BMW Série 1 Lounge,99 000 km,2021,Automatique,Essence,8 cv,108 000 DT
Volkswagen Golf 7 Join,110 000 km,2018,Manuelle,Diesel,6 cv,84 000 DT
KIA Rio 5p,120 000 km,2018,Manuelle,Essence,5 cv,54 000 DT
Porsche Panamera,121 000 km,2013,Automatique,Essence,20 cv,129 500 DT
Peugeot 207 Access Plus,90 000 km,2011,Manuelle,Essence,5 cv,26 500 DT
Mercedes-Benz Classe S,169 000 km,2008,Automatique,Essence,15 cv,78 000 DT
MG HS Luxury,45 000 km,2021,Automatique,Essence,10 cv,82 000 DT
Isuzu NKR 66 Double Cabine,71 330 km,2022,Manuelle,Diesel,17 cv,140 000 DT
BMW Série 5 Business Line,117 000 km,2014,Automatique,Diesel,10 cv,85 500 DT
Ford Ecosport,90 200 km,2018,Manuelle,Essence,7 cv,59 000 DT
Suzuki Ciaz,104 000 km,2020,Manuelle,Essence,6 cv,49 000 DT
DS 7 Crossback Grand Chic,120 000 km,2019,Automatique,Essence,10 cv,105 000 DT
Fiat Tipo 5 portes,136 790 km,2021,Manuelle,Essence,5 cv,41 000 DT
Porsche Cayenne S Diesel,51 000 km,2018,Automatique,Diesel,27 cv,320 000 DT
Suzuki S-Presso GL,74 000 km,2021,Manuelle,Essence,4 cv,29 000 DT
Lincoln Navigator,187 000 km,2009,Automatique,Essence,30 cv,65 000 DT
BMW X5 Pack M,250 000 km,2002,Automatique,Essence,16 cv,42 000 DT
Volkswagen Golf 7 Highline,220 000 km,2013,Automatique,Essence,6 cv,43 000 DT
Audi Q3,65 000 km,2016,Manuelle,Essence,7 cv,79 500 DT
Volkswagen Golf 7,83 000 km,2018,Manuelle,Essence,4 cv,72 000 DT
Fiat Grande Punto,200 000 km,2011,Manuelle,Essence,5 cv,23 000 DT
KIA Picanto Populaire,33 000 km,2022,Manuelle,Essence,4 cv,41 000 DT
Changan UNI-T,9 000 km,2023,Automatique,Essence,10 cv,167 000 DT
Volkswagen Golf 8,40 000 km,2023,Automatique,Essence,8 cv,128 000 DT
Mercedes-Benz Classe E E 200 D,40 000 km,2023,Automatique,Diesel,8 cv,215 000 DT
KIA Sportage Toit Ouvrant,178 000 km,2016,Automatique,Essence,8 cv,72 000 DT
KIA XCeed,80 000 km,2022,Automatique,Hybride,5 cv,97 000 DT
Maserati Levante,130 000 km,2021,Automatique,Diesel,18 cv,450 000 DT
BMW Série 1,224 000 km,2008,Manuelle,Essence,7 cv,28 500 DT
Land Rover Defender 110,209 000 km,1998,Manuelle,Diesel,8 cv,65 000 DT
KIA Rio 5p Prestige,104 000 km,2018,Manuelle,Essence,5 cv,47 000 DT
Volkswagen Passat B6,290 000 km,2007,Manuelle,Diesel,7 cv,33 000 DT
Mini 5 portes,63 500 km,2018,Manuelle,Essence,8 cv,65 000 DT
Mercedes-Benz Classe E 220 cdi AMG,193 000 km,2011,Automatique,Diesel,10 cv,60 000 DT
Ssangyong Tivoli Classy Secure,80 000 km,2021,Manuelle,Essence,6 cv,60 000 DT
Seat Arona Xcellence,105 000 km,2021,Automatique,Essence,6 cv,72 000 DT
Fiat Fiorino,116 000 km,2020,Manuelle,Diesel,5 cv,32 500 DT
Mercedes-Benz Classe C Avantgarde,150 000 km,2011,Automatique,Essence,9 cv,59 000 DT
Mini Cooper S Cooper,115 000 km,2004,Automatique,Essence,7 cv,22 000 DT
Mercedes-Benz Classe C,135 000 km,2019,Automatique,Essence,8 cv,Sous leasing                    154 500 DT
Peugeot 508,185 000 km,2013,Automatique,Essence,7 cv,39 000 DT
Mazda CX-5,200 000 km,2019,Automatique,Essence,9 cv,95 000 DT
Land Rover Defender 110 P400 X,48 110 km,2021,Automatique,Hybride,29 cv,Non dédouané                    320 000 DT
MG HS Trophy,35 000 km,2021,Automatique,Essence,15 cv,99 000 DT
Mercedes-Benz Classe S S350. Toit ouvrant,147 000 km,2009,Automatique,Essence,19 cv,98 000 DT
Seat Arona FR,27 000 km,2023,Automatique,Essence,6 cv,90 000 DT
Ssangyong Tivoli Classic,166 000 km,2015,Manuelle,Essence,7 cv,48 000 DT
Haval H2 Luxury,64 500 km,2017,Automatique,Essence,9 cv,57 000 DT
BMW Série 4 Coupé Pack M Sport,101 000 km,2015,Automatique,Essence,10 cv,115 000 DT
Volkswagen Golf 7 GTI,170 000 km,2017,Automatique,Essence,13 cv,90 000 DT
Chery Tiggo 4 Premium,168 000 km,2020,Automatique,Essence,9 cv,53 000 DT
BMW Série 5 Business Line,200 000 km,2013,Automatique,Essence,7 cv,62 000 DT
KIA Rio 5p GT-Line,40 000 km,2022,Manuelle,Essence,5 cv,65 000 DT
Ford Ecosport Trend,34 600 km,2022,Automatique,Essence,7 cv,69 500 DT
Dacia Logan,150 000 km,2012,Manuelle,Diesel,6 cv,12 000 DT
KIA Seltos Top Grade,54 000 km,2021,Automatique,Essence,8 cv,91 000 DT
Peugeot 3008 GT GT-line,219 000 km,2018,Automatique,Diesel,6 cv,80 500 DT
Volkswagen Golf 7 Excellent état d’origine,260 000 km,2017,Manuelle,Diesel,6 cv,69 000 DT
Nissan Juke Tekna,90 000 km,2016,Manuelle,Essence,6 cv,53 000 DT
Mercedes-Benz GLE Coupé AMG,80 000 km,2017,Automatique,Essence,23 cv,294 000 DT
Ssangyong Tivoli Confort,160 000 km,2019,Manuelle,Essence,7 cv,45 000 DT
Lada 4x4 Urban,30 000 km,2019,Manuelle,Essence,7 cv,45 000 DT
Toyota Corolla,60 000 km,2021,Manuelle,Essence,6 cv,70 000 DT
Mercedes-Benz Classe C AMG,94 000 km,2019,Automatique,Essence,11 cv,140 000 DT
BMW Série 3 Kit M,140 000 km,2016,Automatique,Essence,7 cv,75 000 DT
BMW Série 2 Gran Coupé Sport Line,109 000 km,2021,Automatique,Essence,8 cv,107 000 DT
Porsche Cayenne,181 000 km,2011,Automatique,Diesel,15 cv,105 000 DT
Volkswagen Polo,146 000 km,2019,Manuelle,Essence,4 cv,38 500 DT
Chery Tiggo 2 Confort,34 000 km,2020,Manuelle,Essence,6 cv,47 000 DT
Mercedes-Benz Classe C,250 000 km,2009,Manuelle,Essence,9 cv,45 000 DT
Ford Fiesta,194 000 km,2013,Manuelle,Essence,5 cv,25 000 DT
Chery Tiggo 2 Confort,100 000 km,2020,Manuelle,Essence,6 cv,41 500 DT
Peugeot 208 Pack Edition,97 000 km,2019,Manuelle,Essence,5 cv,31 000 DT
Mercedes-Benz Classe C coupé AMG,166 000 km,2017,Automatique,Essence,8 cv,132 000 DT
KIA Cerato KOUP,135 000 km,2012,Automatique,Essence,7 cv,42 000 DT
Peugeot 2008 Active PM + Toit,145 000 km,2019,Manuelle,Essence,6 cv,50 000 DT
Mercedes-Benz GLC Coupé AMG,13 000 km,2024,Automatique,Hybride,11 cv,365 000 DT
BMW Série 1 Business Line,139 000 km,2020,Manuelle,Diesel,6 cv,80 000 DT
Ford Focus,67 100 km,2016,Automatique,Essence,8 cv,45 000 DT
Dacia Dokker Van,206 000 km,2015,Manuelle,Diesel,6 cv,23 500 DT
Dongfeng SX3,36 000 km,2021,Manuelle,Essence,8 cv,55 000 DT
Volvo XC60,195 000 km,2010,Automatique,Diesel,13 cv,50 000 DT
Volkswagen Caddy Prestige,390 000 km,2017,Manuelle,Diesel,5 cv,37 000 DT
BMW Série 3 Kit M,208 000 km,2016,Automatique,Diesel,8 cv,94 000 DT
Land Rover Range Rover Sport Autobiography,162 000 km,2009,Automatique,Essence,32 cv,79 000 DT
Mercedes-Benz Classe E AMG,80 000 km,2019,Automatique,Essence,11 cv,165 000 DT
Toyota Land Cruiser GX 24,360 000 km,1999,Manuelle,Diesel,17 cv,85 000 DT
KIA Picanto LX,75 000 km,2020,Manuelle,Essence,4 cv,38 500 DT
Cupra Leon Sport,26 000 km,2024,Manuelle,Essence,8 cv,Sous leasing                    181 200 DT
Peugeot 3008 Allure,185 000 km,2011,Manuelle,Essence,7 cv,28 300 DT
Mercedes-Benz Classe E Business,30 900 km,2016,Automatique,Essence,10 cv,159 000 DT
Renault Clio Dynamique,157 000 km,2009,Manuelle,Essence,5 cv,26 000 DT
Mercedes-Benz ML,382 000 km,2006,Automatique,Diesel,12 cv,65 000 DT
Mercedes-Benz Classe C Premium,80 000 km,2016,Automatique,Essence,14 cv,105 000 DT
Mercedes-Benz Classe A Urban,71 000 km,2017,Automatique,Essence,6 cv,75 000 DT
MG GT Confort Plus,129 000 km,2018,Automatique,Essence,6 cv,38 000 DT
KIA Rio Berline,123 000 km,2014,Manuelle,Essence,5 cv,35 000 DT
Citroën Berlingo,220 000 km,2015,Manuelle,Diesel,5 cv,32 000 DT
Ssangyong Musso Luxe,85 000 km,2019,Automatique,Diesel,7 cv,100 000 DT
BMW Série 2 Gran Coupé Pack Sport M,12 000 km,2020,Automatique,Essence,7 cv,150 000 DT
Mazda 3 Core+ Grade,128 000 km,2017,Manuelle,Essence,6 cv,54 000 DT
Ssangyong Musso CRM,56 000 km,2024,Automatique,Diesel,7 cv,125 000 DT
Audi Q5 Prestige Plus,98 000 km,2014,Automatique,Essence,14 cv,63 500 DT
Mercedes-Benz Classe A AMG,80 000 km,2021,Automatique,Essence,8 cv,125 000 DT
Land Rover Range Rover Sport Autobiography,49 000 km,2020,Automatique,Diesel,16 cv,400 000 DT
Audi A4 Ambition Luxe,215 000 km,2010,Manuelle,Essence,9 cv,37 000 DT
MG ZS Luxury,134 000 km,2020,Automatique,Essence,7 cv,55 000 DT
Ford Fiesta,198 000 km,2012,Manuelle,Essence,5 cv,26 000 DT
BMW Série 5,80 000 km,2017,Automatique,Diesel,10 cv,210 000 DT
Toyota RAV 4 Active,148 000 km,2020,Automatique,Essence,9 cv,108 000 DT
Peugeot 2008 Active,42 000 km,2023,Manuelle,Essence,6 cv,68 500 DT
BMW Série 4 Gran Coupé,150 024 km,2020,Automatique,Essence,7 cv,99 000 DT
Ssangyong Tivoli Confort MY2020,108 000 km,2020,Automatique,Essence,9 cv,68 000 DT
Ford Ecosport Titanium Plus,45 000 km,2023,Automatique,Essence,7 cv,80 500 DT
Haval H6,42 671 km,2022,Automatique,Essence,8 cv,104 500 DT
Volkswagen Golf 7 Cup,240 000 km,2015,Manuelle,Essence,5 cv,52 000 DT
KIA Sportage Toit Ouvrant,74 000 km,2022,Automatique,Hybride,10 cv,126 000 DT
KIA Sportage SX,197 000 km,2011,Manuelle,Diesel,7 cv,49 000 DT
Peugeot 308,188 000 km,2017,Manuelle,Essence,6 cv,39 000 DT
Renault Captur,130 000 km,2016,Manuelle,Essence,6 cv,40 000 DT
Volvo XC90,2 100 km,2024,Automatique,Hybride,20 cv,390 000 DT
Toyota Fortuner 7 places,12 000 km,2024,Automatique,Diesel,8 cv,230 000 DT
BMW X3 xLine,93 000 km,2014,Automatique,Diesel,9 cv,115 000 DT
Hyundai Grand i10 GLS,51 000 km,2022,Manuelle,Essence,5 cv,45 000 DT
BMW Série 5 Confort Luxury,170 000 km,2013,Automatique,Essence,10 cv,83 000 DT
Mini Coupé cooper,100 000 km,2015,Manuelle,Essence,5 cv,66 500 DT
BMW X2 Pack M,72 000 km,2019,Automatique,Essence,8 cv,128 000 DT
Fiat Fiorino,48 000 km,2022,Manuelle,Diesel,5 cv,39 000 DT
Renault Express Van,59 000 km,2022,Manuelle,Diesel,5 cv,46 900 DT
Seat Ibiza Style,4 500 km,2024,Automatique,Essence,6 cv,71 000 DT
Peugeot 2008 Active Pack,15 000 km,2022,Automatique,Essence,6 cv,78 000 DT
Haval H6 Luxury,115 000 km,2020,Automatique,Essence,9 cv,76 000 DT
Hyundai Tucson Limited,120 000 km,2018,Automatique,Essence,11 cv,80 000 DT
Mercedes-Benz Classe E AMG,7 000 km,2024,Automatique,Hybride,12 cv,340 000 DT
BMW Série 3 Confort Luxury Line,139 000 km,2013,Automatique,Essence,7 cv,65 000 DT
Jeep Grand Cherokee Limited,280 000 km,2002,Automatique,Diesel,11 cv,56 000 DT
Jeep Compass Limited,153 000 km,2013,Manuelle,Diesel,8 cv,48 000 DT
Volkswagen Golf 7,130 000 km,2014,Manuelle,Essence,5 cv,56 000 DT
KIA Stonic GT-Line,32 000 km,2023,Manuelle,Hybride,6 cv,94 000 DT
Mercedes-Benz Classe E,199 000 km,2011,Automatique,Essence,11 cv,67 000 DT
Renault Clio Zen,102 000 km,2019,Manuelle,Diesel,5 cv,45 500 DT
Mini Clubman,207 000 km,2011,Manuelle,Diesel,6 cv,37 000 DT
Mahindra KUV 100 K8,45 000 km,2023,Manuelle,Essence,5 cv,36 000 DT
Peugeot 2008 Allure Blanc Nacré,67 000 km,2020,Manuelle,Essence,6 cv,73 000 DT
Volkswagen Golf 8 GTE,33 300 km,2021,Automatique,Hybride,8 cv,118 000 DT
Land Rover Range Rover Evoque R-Dynamic S,80 500 km,2013,Automatique,Diesel,11 cv,129 000 DT
BMW X3 Business Line,10 300 km,2019,Automatique,Essence,11 cv,170 000 DT
Mercedes-Benz Classe E coupé AMG,139 000 km,2015,Automatique,Essence,12 cv,88 000 DT
Peugeot 208 Active,42 000 km,2022,Manuelle,Essence,6 cv,48 900 DT
Hyundai Tucson Hybride Top Grade,33 000 km,2023,Automatique,Hybride,6 cv,150 000 DT
Mercedes-Benz CLA AMG,76 000 km,2020,Automatique,Diesel,7 cv,139 000 DT
Volkswagen Passat Confortline,234 000 km,2011,Manuelle,Diesel,5 cv,52 000 DT
Peugeot 308 Active,113 000 km,2020,Manuelle,Essence,6 cv,43 000 DT
Peugeot 4008,127 000 km,2018,Manuelle,Diesel,6 cv,65 000 DT
Suzuki Swift,100 000 km,2022,Manuelle,Essence,5 cv,Sous leasing                    48 800 DT
Haval H6,7 000 km,2023,Automatique,Essence,8 cv,120 000 DT
Peugeot 3008 Allure,158 000 km,2019,Automatique,Diesel,7 cv,73 000 DT
Renault Symbol Confort,220 000 km,2015,Manuelle,Essence,5 cv,28 500 DT
Mercedes-Benz ML AMG,290 000 km,2009,Automatique,Diesel,15 cv,80 000 DT
Volkswagen T-roc,50 000 km,2022,Manuelle,Essence,6 cv,95 000 DT
Peugeot 208,73 000 km,2013,Manuelle,Essence,5 cv,27 000 DT
KIA Rio Berline EX,234 679 km,2010,Manuelle,Essence,6 cv,19 000 DT
Jaguar XF Prestige,98 219 km,2017,Automatique,Essence,15 cv,78 900 DT
Mercedes-Benz Classe C Classic Edition C,140 000 km,2014,Automatique,Essence,9 cv,91 000 DT
Mahindra KUV 100 K8,43 000 km,2019,Manuelle,Essence,5 cv,29 000 DT
MG 3,70 000 km,2020,Manuelle,Essence,6 cv,40 000 DT
Dacia Dokker Van,280 000 km,2013,Manuelle,Diesel,6 cv,20 000 DT
Dacia Dokker Van,280 000 km,2013,Manuelle,Diesel,6 cv,21 000 DT
Volkswagen Golf 7 Cup,182 000 km,2014,Manuelle,Essence,5 cv,50 000 DT
Mercedes-Benz Classe E Exclusive,53 000 km,2016,Automatique,Essence,10 cv,132 500 DT
Hyundai Grand i10 Sedan,77 500 km,2019,Manuelle,Essence,5 cv,38 500 DT
Mercedes-Benz Classe A AMG,69 000 km,2020,Manuelle,Essence,7 cv,109 000 DT
Skoda Fabia,83 000 km,2021,Manuelle,Essence,4 cv,38 000 DT
KIA XCeed SX,21 000 km,2022,Automatique,Essence,9 cv,102 000 DT
Ford Fusion,19 000 km,2021,Automatique,Essence,9 cv,107 000 DT
Mercedes-Benz Classe E 220d Kit AMG,240 000 km,2016,Automatique,Diesel,8 cv,135 000 DT
Ssangyong Korando Limited,160 000 km,2021,Automatique,Essence,9 cv,78 000 DT
Renault Megane Dynamique,200 000 km,2011,Manuelle,Diesel,5 cv,33 500 DT
Peugeot 2008 Allure PM + Toit,162 000 km,2014,Manuelle,Essence,5 cv,34 500 DT
Audi A4 Ambition Luxe,168 000 km,2011,Manuelle,Essence,7 cv,38 000 DT
Mazda 6,165 000 km,2017,Manuelle,Essence,8 cv,50 000 DT
Volkswagen Golf 8,42 300 km,2021,Manuelle,Essence,6 cv,95 000 DT
Mercedes-Benz Classe C,151 000 km,2017,Automatique,Diesel,7 cv,86 000 DT
KIA Picanto,47 000 km,2023,Manuelle,Essence,4 cv,41 800 DT
Haval H6 Luxury,30 500 km,2020,Automatique,Essence,9 cv,92 000 DT
Citroën DS5,171 000 km,2016,Automatique,Essence,9 cv,40 500 DT
Peugeot 307 Phase 2,150 000 km,2007,Manuelle,Diesel,5 cv,24 500 DT
Mercedes-Benz Classe C coupé AMG,162 000 km,2011,Automatique,Essence,9 cv,69 000 DT
BMW Série 4 Gran Coupé Confort Luxury Line,78 000 km,2019,Automatique,Essence,7 cv,95 000 DT
Seat Leon 1.2,160 000 km,2019,Manuelle,Essence,6 cv,59 000 DT
Fiat Tipo Berline Excellente finition,129 000 km,2020,Manuelle,Essence,6 cv,41 500 DT
Hyundai Tucson HTRAC  2.0L,260 000 km,2011,Automatique,Diesel,10 cv,95 000 DT
Volkswagen Golf 7 GTI,240 000 km,2014,Manuelle,Essence,5 cv,55 000 DT
Renault Kwid Populaire,20 900 km,2022,Manuelle,Essence,4 cv,33 500 DT
Peugeot 206 Berline,374 000 km,2007,Manuelle,Essence,6 cv,17 500 DT
BMW Série 5,180 000 km,2010,Automatique,Diesel,10 cv,58 000 DT
Mercedes-Benz GLC AMG,260 000 km,2017,Automatique,Essence,12 cv,140 000 DT
KIA Rio 5p GT-Line,48 500 km,2020,Manuelle,Essence,5 cv,62 500 DT
BMW Série 1 Business Line,110 000 km,2019,Automatique,Essence,7 cv,79 000 DT
Fiat 500,64 681 km,2020,Manuelle,Essence,4 cv,48 500 DT
Mercedes-Benz Classe C AMG +,21 000 km,2024,Automatique,Hybride,9 cv,Sous leasing                    318 000 DT
MG GT,15 000 km,2023,Manuelle,Essence,7 cv,70 000 DT
Renault Fluence Dynamique,109 000 km,2011,Manuelle,Essence,7 cv,31 000 DT
Seat Ibiza,53 000 km,2023,Automatique,Essence,6 cv,70 000 DT
Iveco Daily Fourgon,430 000 km,2014,Manuelle,Diesel,10 cv,35 000 DT
Citroën C3,218 000 km,2017,Manuelle,Essence,4 cv,35 000 DT
Volkswagen Golf 8 Style,53 000 km,2021,Automatique,Essence,6 cv,92 000 DT
Peugeot 307,430 000 km,2002,Manuelle,Essence,7 cv,16 000 DT
Mercedes-Benz Classe E,93 000 km,2010,Manuelle,Diesel,7 cv,65 000 DT
Volkswagen Tiguan,150 000 km,2017,Automatique,Essence,9 cv,98 000 DT
Peugeot Landtrek Double Cabine U,170 000 km,2022,Manuelle,Diesel,6 cv,Sous leasing                    60 800 DT
Citroën C5 Metallique,255 000 km,2009,Manuelle,Essence,8 cv,26 000 DT
Seat Ateca FR,100 000 km,2021,Automatique,Essence,8 cv,100 000 DT
Volkswagen Polo,44 000 km,1997,Manuelle,Essence,4 cv,13 500 DT
Peugeot 308,50 000 km,2018,Manuelle,Essence,6 cv,49 000 DT
Jeep Cherokee Limited,230 000 km,2015,Automatique,Diesel,10 cv,115 000 DT
Citroën C3,223 000 km,2012,Manuelle,Essence,5 cv,25 000 DT
