Modèle,Kilométrage,Année,Boîte,Carburant,Puissance fiscale,Prix
Nissan Qashqai Tekna,185 000 km,2013,Manuelle,Diesel,7 cv,45 000 DT
KIA Picanto GT-Line,109 000 km,2018,Automatique,Essence,5 cv,39 900 DT
Suzuki Swift,95 500 km,2021,Manuelle,Essence,5 cv,43 000 DT
MG ZS,61 000 km,2021,Automatique,Essence,7 cv,69 000 DT
KIA Stonic,90 000 km,2020,Manuelle,Essence,6 cv,66 000 DT
Hyundai Creta,52 000 km,2020,Automatique,Essence,7 cv,82 500 DT
Seat Ibiza Style Plus,75 000 km,2020,Manuelle,Essence,4 cv,45 000 DT
Peugeot 308 Allure,148 500 km,2019,Manuelle,Essence,6 cv,47 000 DT
Citroën DS5,128 000 km,2016,Automatique,Essence,9 cv,61 000 DT
Audi A3 Berline,110 000 km,2017,Automatique,Essence,7 cv,71 000 DT
Jeep Renegade Limited,157 000 km,2018,Automatique,Essence,8 cv,63 000 DT
Mercedes-Benz Classe C,80 000 km,2019,Automatique,Hybride,11 cv,150 000 DT
BMW Série 3,169 000 km,2014,Manuelle,Essence,7 cv,60 000 DT
Foton Tunland,39 000 km,2019,Manuelle,Diesel,9 cv,47 000 DT
Seat Leon Business,151 000 km,2018,Manuelle,Essence,6 cv,55 000 DT
Volkswagen Golf 7 Lounge,183 000 km,2015,Automatique,Essence,5 cv,55 000 DT
Citroën C-Elysée,92 000 km,2018,Manuelle,Essence,5 cv,27 800 DT
MG ZS Luxe,77 000 km,2019,Automatique,Essence,7 cv,62 000 DT
Seat Ateca Xperience,60 000 km,2021,Automatique,Essence,8 cv,99 000 DT
Mercedes-Benz Classe A Berline AMG,58 000 km,2020,Automatique,Hybride,8 cv,149 500 DT
BMW X5,180 000 km,2004,Automatique,Essence,21 cv,48 000 DT
Peugeot 308 cc,150 000 km,2012,Manuelle,Essence,7 cv,38 000 DT
BMW Série 1,120 000 km,2014,Automatique,Essence,9 cv,58 000 DT
Volkswagen Golf 8 Style,90 500 km,2020,Manuelle,Essence,7 cv,105 000 DT
Jeep Wrangler Sahara,130 000 km,2016,Automatique,Essence,22 cv,175 000 DT
Audi S5 s line,120 000 km,2011,Automatique,Essence,26 cv,140 000 DT
KIA Rio 5p GT-Line,51 000 km,2021,Manuelle,Essence,5 cv,62 000 DT
Mahindra KUV 100 K8,70 000 km,2022,Manuelle,Essence,5 cv,35 000 DT
Jaguar XF R-Sport,110 000 km,2016,Automatique,Essence,15 cv,95 000 DT
Jeep Renegade Limited,209 000 km,2017,Automatique,Essence,8 cv,53 000 DT
Mercedes-Benz GLE,50 000 km,2021,Automatique,Hybride,12 cv,340 000 DT
Volkswagen Golf 7 Smartline,95 000 km,2019,Automatique,Essence,6 cv,61 500 DT
Audi Q5,157 000 km,2013,Automatique,Diesel,10 cv,79 000 DT
Volkswagen Polo Sedan Highline,84 000 km,2021,Manuelle,Essence,5 cv,53 000 DT
Renault Grand Espace toute option,2 000 km,2024,Manuelle,Diesel,5 cv,79 000 DT
BMW X5 Pack M,170 000 km,2015,Automatique,Diesel,13 cv,148 000 DT
BMW X4 Kit M,47 000 km,2021,Automatique,Essence,15 cv,258 000 DT
Volkswagen Golf 8,70 000 km,2021,Manuelle,Essence,7 cv,94 000 DT
Hyundai Tucson Top Grade,80 000 km,2020,Automatique,Diesel,7 cv,98 000 DT
BMW X5,102 000 km,2016,Automatique,Diesel,13 cv,168 000 DT
Land Rover Range Rover Sport,96 000 km,2016,Automatique,Essence,24 cv,198 000 DT
Peugeot 3008 GT-Line,30 000 km,2018,Automatique,Essence,9 cv,95 000 DT
Mercedes-Benz GLE Coupé,71 000 km,2021,Automatique,Hybride,8 cv,358 000 DT
Ford Puma Hybrid,10 000 km,2020,Manuelle,Hybride,6 cv,79 000 DT
Volkswagen Golf 8 R-Line,14 000 km,2023,Automatique,Essence,8 cv,158 000 DT
Mercedes-Benz CLA AMG,117 000 km,2020,Automatique,Diesel,6 cv,148 000 DT
Mercedes-Benz Classe A A 180 D,161 000 km,2020,Automatique,Diesel,6 cv,108 000 DT
Audi Q3 Sportback S-Line,15 000 km,2020,Automatique,Essence,8 cv,162 000 DT
Mercedes-Benz Classe A AMG,44 000 km,2022,Automatique,Hybride,6 cv,148 000 DT
Mercedes-Benz Classe C,71 000 km,2022,Automatique,Hybride,9 cv,195 000 DT
Ford Puma toute option,11 000 km,2022,Automatique,Hybride,8 cv,118 000 DT
Land Rover Discovery Sport toute option,212 000 km,2016,Automatique,Diesel,9 cv,109 000 DT
Land Rover Range Rover Sport,96 000 km,2016,Automatique,Essence,24 cv,198 000 DT
Audi Q3,66 000 km,2017,Automatique,Essence,8 cv,98 000 DT
Renault Clio,81 200 km,2019,Manuelle,Essence,4 cv,45 000 DT
KIA Sportage Hybride,3 583 km,2024,Automatique,Hybride,10 cv,160 000 DT
Peugeot 508 Cuir,174 000 km,2011,Manuelle,Diesel,6 cv,30 000 DT
Mercedes-Benz Classe C AMG,270 000 km,2010,Automatique,Essence,9 cv,62 000 DT
Opel Astra Edition,196 000 km,2007,Manuelle,Essence,5 cv,25 500 DT
DS 3,90 000 km,2018,Automatique,Essence,6 cv,63 800 DT
Renault Modus Noir,230 410 km,2007,Manuelle,Essence,5 cv,22 000 DT
Nissan Qashqai High,66 200 km,2019,Automatique,Essence,6 cv,75 000 DT
Mercedes-Benz CLA AMG,138 000 km,2013,Automatique,Essence,8 cv,79 000 DT
Peugeot 208,110 000 km,2015,Manuelle,Essence,5 cv,29 000 DT
Nissan Qashqai,20 000 km,2022,Automatique,Hybride,7 cv,130 000 DT
Volkswagen Golf 8,23 000 km,2023,Manuelle,Essence,6 cv,101 000 DT
Peugeot 2008 Active,229 000 km,2015,Manuelle,Essence,5 cv,38 500 DT
KIA Rio 5p,110 000 km,2020,Manuelle,Essence,5 cv,53 800 DT
Toyota RAV 4 Active,154 000 km,2014,Automatique,Essence,9 cv,70 000 DT
Great Wall M4 t options,36 000 km,2021,Manuelle,Essence,6 cv,46 000 DT
Audi Q5 S-line,96 500 km,2014,Automatique,Essence,14 cv,75 500 DT
Audi A5 Sportback,120 000 km,2018,Automatique,Essence,8 cv,105 000 DT
Dongfeng S50 Luxury,121 000 km,2020,Manuelle,Essence,6 cv,38 500 DT
Volkswagen Polo,193 000 km,2004,Manuelle,Essence,5 cv,16 000 DT
Mercedes-Benz Classe C coupé,75 000 km,2019,Automatique,Essence,10 cv,175 000 DT
Peugeot 407,308 000 km,2008,Manuelle,Diesel,6 cv,31 000 DT
Peugeot 308,188 000 km,2017,Manuelle,Essence,6 cv,39 000 DT
BMW Série 5 Pack M,250 000 km,2010,Automatique,Essence,12 cv,69 000 DT
Mercedes-Benz Classe C Business Advanced,114 123 km,2016,Manuelle,Essence,8 cv,85 000 DT
Mercedes-Benz CLA AMG Edition 1,174 000 km,2013,Automatique,Essence,7 cv,76 000 DT
Porsche Cayenne,176 000 km,2011,Automatique,Diesel,15 cv,125 000 DT
Peugeot 3008 1.2L,70 000 km,2020,Automatique,Essence,6 cv,89 000 DT
Skoda Fabia 1.6L,137 000 km,2018,Manuelle,Essence,5 cv,43 000 DT
Fiat 500,89 800 km,2022,Automatique,Essence,4 cv,49 000 DT
Peugeot Rifter Active Pack,123 000 km,2021,Manuelle,Diesel,5 cv,84 000 DT
Volkswagen Golf 7 R-Line,155 000 km,2016,Manuelle,Essence,6 cv,74 000 DT
Peugeot 208 Like,65 000 km,2020,Manuelle,Essence,4 cv,34 000 DT
Volkswagen Polo Sedan,282 000 km,2014,Manuelle,Essence,5 cv,30 000 DT
Mercedes-Benz CLA,112 000 km,2015,Automatique,Essence,7 cv,81 000 DT
ZXAUTO Grand Tiger Double Cabine,152 000 km,2019,Manuelle,Diesel,9 cv,55 000 DT
Renault Clio,171 125 km,2000,Manuelle,Essence,4 cv,20 000 DT
Audi Q5,90 000 km,2021,Automatique,Hybride,15 cv,245 000 DT
Toyota C-HR,105 000 km,2019,Automatique,Essence,6 cv,75 000 DT
Chery Tiggo 2 Confort,76 000 km,2019,Manuelle,Essence,6 cv,40 000 DT
Hyundai i20,26 100 km,2022,Manuelle,Essence,5 cv,64 500 DT
Jeep Wrangler,100 000 km,2016,Automatique,Diesel,13 cv,195 000 DT
Haval H6,38 000 km,2022,Automatique,Essence,8 cv,119 000 DT
Volkswagen Golf 6,268 400 km,2010,Manuelle,Diesel,5 cv,35 000 DT
Peugeot 2008 Allure PM + Toit,162 000 km,2014,Manuelle,Essence,5 cv,36 000 DT
Volkswagen Golf 7 Importé,40 000 km,2020,Manuelle,Essence,6 cv,73 500 DT
Peugeot Landtrek Simple Cabine Avec cabine frigorifique,45 000 km,2023,Manuelle,Diesel,6 cv,78 000 DT
Mercedes-Benz Classe C Avantgarde,48 000 km,2014,Automatique,Essence,8 cv,120 000 DT
Mercedes-Benz GLA AMG,150 000 km,2016,Automatique,Essence,8 cv,105 000 DT
Peugeot 208,110 000 km,2015,Manuelle,Essence,5 cv,29 000 DT
Geely GC6,61 000 km,2021,Manuelle,Essence,6 cv,38 000 DT
Audi A3,414 000 km,2006,Manuelle,Diesel,5 cv,28 000 DT
Volkswagen Transporter Combi 6.1,224 000 km,2019,Manuelle,Diesel,7 cv,88 000 DT
Volkswagen Transporter Fourgon 6.1,249 000 km,2013,Manuelle,Diesel,7 cv,34 500 DT
Ssangyong Tivoli Confort Plus,95 000 km,2020,Automatique,Essence,8 cv,69 000 DT
Volkswagen Golf 6 Confortline,148 800 km,2008,Manuelle,Essence,5 cv,42 500 DT
Peugeot 2008,136 000 km,2014,Manuelle,Essence,5 cv,34 000 DT
BMW Série 1,72 000 km,2018,Automatique,Essence,7 cv,76 000 DT
Volkswagen Golf 6,235 000 km,2010,Manuelle,Diesel,5 cv,41 000 DT
Renault Kadjar Intens,68 000 km,2018,Automatique,Essence,7 cv,62 000 DT
Mini 5 portes,160 000 km,2016,Manuelle,Essence,5 cv,46 000 DT
Mercedes-Benz Classe C Avantgarde,185 000 km,2008,Automatique,Diesel,10 cv,55 000 DT
Peugeot 2008 Allure,93 000 km,2017,Manuelle,Essence,5 cv,48 000 DT
Seat Arona Style,58 000 km,2021,Manuelle,Essence,6 cv,67 000 DT
Mazda 3,124 000 km,2017,Manuelle,Essence,6 cv,49 500 DT
Peugeot 2008 Allure,96 000 km,2015,Manuelle,Essence,5 cv,40 000 DT
BMW Série 4 Gran Coupé Luxury Line,83 000 km,2019,Automatique,Essence,7 cv,115 000 DT
BMW Série 3 coupé,250 000 km,2007,Automatique,Diesel,10 cv,49 000 DT
BMW M3 Individual full options,140 000 km,2008,Automatique,Essence,30 cv,Non dédouané                    150 000 DT
Audi A3 Berline Ambition,122 000 km,2016,Automatique,Essence,6 cv,65 000 DT
Audi Q3 S-line,237 000 km,2011,Automatique,Diesel,10 cv,63 000 DT
Volkswagen Golf 7 Style Plus,158 800 km,2019,Automatique,Essence,6 cv,61 500 DT
KIA Cerato KOUP,204 000 km,2010,Manuelle,Essence,7 cv,30 000 DT
Peugeot 3008,143 000 km,2014,Manuelle,Essence,7 cv,37 500 DT
Foton Forland presque neuf,34 000 km,2020,Manuelle,Diesel,9 cv,63 000 DT
BMW Série 1 Pack M,200 000 km,2014,Manuelle,Essence,7 cv,59 000 DT
Seat Leon,180 000 km,2015,Manuelle,Essence,6 cv,43 000 DT
Land Rover Range Rover Evoque,170 000 km,2017,Automatique,Diesel,16 cv,Non dédouané                    90 000 DT
Mercedes-Benz Classe C,207 000 km,2014,Automatique,Essence,8 cv,78 000 DT
KIA Rio Berline,90 500 km,2020,Manuelle,Essence,6 cv,52 000 DT
KIA Picanto,107 000 km,2014,Automatique,Essence,5 cv,35 000 DT
Hyundai Grand i10,208 000 km,2015,Manuelle,Essence,5 cv,32 000 DT
Citroën C3 Live,119 000 km,2019,Manuelle,Essence,4 cv,34 500 DT
KIA Sportage 1.6L Diesel,105 000 km,2018,Manuelle,Diesel,6 cv,89 000 DT
Volkswagen Golf 7 Style Plus,133 000 km,2019,Automatique,Essence,7 cv,63 000 DT
Audi A4 Design Plus,186 000 km,2018,Automatique,Essence,8 cv,74 000 DT
Renault Clio,64 000 km,2021,Manuelle,Essence,4 cv,41 900 DT
Ford Focus,65 000 km,2017,Manuelle,Essence,6 cv,52 000 DT
DS 7 Crossback Performance-Line,118 000 km,2019,Automatique,Essence,10 cv,114 000 DT
Citroën C5,220 000 km,2012,Manuelle,Diesel,6 cv,35 000 DT
BMW X5,126 000 km,2010,Automatique,Diesel,10 cv,115 000 DT
Mercedes-Benz Classe A Berline Business,22 000 km,2022,Automatique,Hybride,8 cv,170 000 DT
Volkswagen Golf 7 Confortline,267 000 km,2013,Automatique,Essence,6 cv,52 000 DT
Isuzu D-Max Double Cabine,220 000 km,2016,Manuelle,Diesel,8 cv,78 000 DT
Volkswagen Golf 8 GTE,26 000 km,2021,Automatique,Hybride,5 cv,145 000 DT
Mercedes-Benz CLA AMG,6 000 km,2024,Automatique,Hybride,8 cv,220 000 DT
Chevrolet Cruze LT,184 500 km,2017,Manuelle,Essence,7 cv,34 500 DT
Hyundai Elantra Gls,65 000 km,2017,Manuelle,Essence,7 cv,63 500 DT
Mazda 2,143 000 km,2016,Manuelle,Essence,6 cv,36 000 DT
Mercedes-Benz Classe B Confort,183 000 km,2012,Manuelle,Essence,7 cv,45 000 DT
BMW Série 1,60 000 km,2016,Automatique,Essence,7 cv,67 000 DT
Volkswagen Polo R-Line,77 000 km,2019,Manuelle,Essence,4 cv,60 000 DT
Mercedes-Benz Classe C,219 000 km,2012,Automatique,Diesel,16 cv,65 000 DT
Renault Clio 1.0L,135 000 km,2021,Manuelle,Essence,5 cv,38 500 DT
Audi A1 Sportback,91 000 km,2013,Manuelle,Essence,5 cv,52 000 DT
Mercedes-Benz Classe C C 43 AMG,49 000 km,2020,Automatique,Essence,28 cv,Non dédouané                    320 000 DT
Chery Tiggo 3X Luxury,57 000 km,2022,Automatique,Essence,6 cv,53 500 DT
Ford Figo,78 000 km,2014,Manuelle,Essence,5 cv,28 500 DT
Volkswagen Golf 7,181 000 km,2015,Manuelle,Essence,5 cv,47 000 DT
Hyundai Grand i10,80 000 km,2022,Manuelle,Essence,4 cv,40 500 DT
BMW Série 3 coupé,178 000 km,2011,Manuelle,Essence,8 cv,44 000 DT
Mercedes-Benz GLE Coupé,40 000 km,2017,Automatique,Essence,26 cv,390 000 DT
BMW Série 4 Gran Coupé Luxury Line,100 000 km,2018,Automatique,Essence,7 cv,125 000 DT
Geely GX3,70 000 km,2021,Manuelle,Essence,6 cv,51 000 DT
BMW Série 3,258 000 km,2013,Automatique,Diesel,7 cv,65 000 DT
Chery Tiggo 2 Confort,30 000 km,2020,Manuelle,Essence,6 cv,47 000 DT
Volkswagen Scirocco,196 000 km,2010,Automatique,Essence,9 cv,33 000 DT
Volkswagen Golf 7,202 000 km,2018,Manuelle,Essence,6 cv,56 000 DT
Mercedes-Benz GLK,200 000 km,2009,Automatique,Diesel,9 cv,80 000 DT
BMW Série 3,139 000 km,2014,Automatique,Essence,10 cv,68 000 DT
BMW Série 3,180 000 km,2012,Manuelle,Essence,7 cv,41 000 DT
BMW Série 5,180 000 km,2010,Automatique,Diesel,10 cv,75 000 DT
Mercedes-Benz Classe E Avantgarde,170 000 km,2012,Automatique,Diesel,10 cv,79 000 DT
Porsche Cayenne,128 000 km,2009,Automatique,Essence,21 cv,83 000 DT
BMW X3 Pack M,60 000 km,2022,Automatique,Essence,11 cv,295 000 DT
Mercedes-Benz Classe C AMG,120 000 km,2017,Automatique,Essence,8 cv,140 000 DT
Volkswagen Golf 7,120 000 km,2018,Automatique,Essence,6 cv,64 000 DT
Lada Niva,50 000 km,2018,Manuelle,Essence,8 cv,32 000 DT
Audi A5 Cabriolet,180 000 km,2011,Manuelle,Essence,9 cv,62 000 DT
Honda CR-V,60 000 km,2018,Automatique,Essence,10 cv,95 000 DT
BMW Série 5,40 000 km,2020,Automatique,Essence,10 cv,170 000 DT
BMW X6 M power,90 000 km,2010,Automatique,Essence,48 cv,175 000 DT
Land Rover Range Rover HSE,130 000 km,2016,Automatique,Essence,24 cv,230 000 DT
Land Rover Range Rover L,25 000 km,2021,Automatique,Essence,25 cv,700 000 DT
Porsche Panamera Grand-GT,138 000 km,2011,Automatique,Essence,41 cv,250 000 DT
Mercedes-Benz ML,180 000 km,2009,Automatique,Diesel,15 cv,85 000 DT
Peugeot 308,1 000 km,2023,Automatique,Essence,7 cv,95 000 DT
Hyundai Veloster,100 000 km,2013,Automatique,Essence,11 cv,49 000 DT
Porsche Cayenne,145 000 km,2013,Automatique,Diesel,16 cv,190 000 DT
Porsche Cayenne kit techart,150 000 km,2005,Automatique,Essence,43 cv,55 000 DT
Audi Q3,200 000 km,2013,Automatique,Essence,10 cv,78 000 DT
Nissan Patrol,280 000 km,2005,Manuelle,Diesel,17 cv,63 000 DT
Seat Leon FR,170 000 km,2014,Manuelle,Essence,7 cv,68 000 DT
Fiat 500 Dolcevita,60 000 km,2021,Manuelle,Hybride,4 cv,55 000 DT
Mercedes-Benz Classe S AMG,250 000 km,2017,Automatique,Essence,plus de 48 cv,380 000 DT
Mercedes-Benz Classe C Exclusive,125 000 km,2018,Automatique,Essence,8 cv,116 000 DT
Volkswagen Golf 8 Life,50 000 km,2021,Manuelle,Essence,5 cv,87 000 DT
Volkswagen Passat Confortline,100 000 km,2019,Manuelle,Essence,8 cv,85 000 DT
Mercedes-Benz Classe E Avantgarde,180 000 km,2016,Automatique,Essence,10 cv,115 000 DT
Renault Kadjar Intens,70 000 km,2019,Automatique,Essence,7 cv,80 000 DT
Jeep Renegade,80 000 km,2020,Automatique,Essence,8 cv,80 000 DT
Hyundai Grand i10 Sedan,15 000 km,2019,Manuelle,Essence,5 cv,45 000 DT
Peugeot 2008 Allure,120 000 km,2018,Automatique,Essence,6 cv,56 000 DT
Volkswagen Passat,140 000 km,2017,Manuelle,Essence,7 cv,63 000 DT
BMW Série 5 Luxury Line,100 000 km,2018,Automatique,Essence,10 cv,148 000 DT
Volkswagen Jetta,170 000 km,2013,Manuelle,Essence,8 cv,40 000 DT
Seat Toledo,84 000 km,2017,Automatique,Essence,6 cv,45 000 DT
Jeep Renegade Limited,120 000 km,2018,Automatique,Essence,8 cv,63 000 DT
BMW Série 5,97 000 km,2017,Automatique,Essence,10 cv,120 000 DT
Citroën C5,242 000 km,2012,Manuelle,Diesel,6 cv,43 000 DT
KIA Picanto GT-Line,86 000 km,2021,Automatique,Essence,4 cv,46 900 DT
Audi A4 toutes options,248 705 km,2013,Manuelle,Essence,7 cv,45 000 DT
Mercedes-Benz Classe A,118 000 km,2019,Automatique,Essence,9 cv,126 000 DT
Volkswagen Jetta,197 000 km,2015,Manuelle,Essence,7 cv,46 000 DT
Peugeot 508,215 000 km,2012,Manuelle,Essence,7 cv,28 000 DT
BMW Série 5 Confort Luxury,320 000 km,2008,Manuelle,Essence,14 cv,43 000 DT
BAIC YX Kenbo S2,120 000 km,2017,Manuelle,Essence,7 cv,35 000 DT
Seat Ibiza FR,46 000 km,2023,Automatique,Essence,6 cv,73 000 DT
BMW Série 3 Pack M Sport,90 000 km,2019,Automatique,Hybride,10 cv,210 000 DT
Peugeot 2008,135 000 km,2016,Manuelle,Essence,5 cv,40 000 DT
Volkswagen Eos,160 000 km,2006,Manuelle,Essence,9 cv,43 000 DT
Chery Tiggo 7 Pro Très bon état,60 000 km,2021,Automatique,Essence,9 cv,77 000 DT
Volkswagen Golf 7,235 000 km,2017,Manuelle,Essence,5 cv,62 500 DT
Peugeot 308 Allure,89 000 km,2020,Manuelle,Essence,6 cv,50 000 DT
Haval Jolion,35 000 km,2022,Automatique,Essence,9 cv,85 000 DT
Seat Leon,78 000 km,2015,Manuelle,Essence,5 cv,51 000 DT
Renault Clio,47 000 km,2021,Manuelle,Essence,5 cv,51 000 DT
Renault Megane,321 000 km,2008,Manuelle,Essence,6 cv,22 900 DT
Volkswagen Golf 7 Access,182 000 km,2013,Manuelle,Essence,5 cv,48 000 DT
Audi A5 Sportback S-Line,70 000 km,2019,Automatique,Essence,8 cv,98 000 DT
Dacia Logan,222 000 km,2010,Manuelle,Essence,4 cv,16 000 DT
Volkswagen Golf 5,271 949 km,2007,Manuelle,Diesel,5 cv,28 000 DT
Peugeot 301 Access,202 000 km,2018,Manuelle,Essence,5 cv,24 500 DT
Dacia Duster,52 000 km,2018,Manuelle,Essence,7 cv,59 500 DT
Iveco Daily Simple Cabine,560 000 km,1999,Manuelle,Diesel,11 cv,22 000 DT
Peugeot Boxer,200 100 km,2007,Manuelle,Diesel,7 cv,14 000 DT
Volkswagen Golf 7,174 000 km,2013,Manuelle,Essence,5 cv,45 000 DT
Hyundai i20,56 000 km,2022,Manuelle,Essence,5 cv,65 000 DT
Volvo XC60 2.0L,18 000 km,2022,Automatique,Essence,15 cv,227 000 DT
Cupra Formentor 1.5L,19 000 km,2022,Automatique,Hybride,8 cv,119 000 DT
Mercedes-Benz Classe C,2 800 km,2022,Automatique,Essence,9 cv,220 000 DT
Seat Tarraco Xcellence,47 000 km,2021,Automatique,Essence,9 cv,124 000 DT
Citroën C3 Pack Plus,29 000 km,2019,Manuelle,Essence,4 cv,42 500 DT
Volkswagen Golf 7,116 000 km,2017,Manuelle,Essence,6 cv,68 000 DT
Toyota C-HR,65 000 km,2020,Manuelle,Essence,6 cv,70 000 DT
Hyundai Tucson N Line,130 000 km,2020,Automatique,Essence,8 cv,90 000 DT
Renault Megane Dynamique,160 000 km,2021,Manuelle,Diesel,6 cv,71 000 DT
Mini 3 portes Park lane,177 000 km,2007,Manuelle,Essence,7 cv,29 800 DT
Land Rover Range Rover Evoque,128 000 km,2017,Automatique,Diesel,8 cv,135 000 DT
Citroën C5,300 000 km,2012,Manuelle,Diesel,6 cv,40 500 DT
Audi A3 Berline Advanced,20 000 km,2022,Automatique,Essence,8 cv,140 000 DT
BMW iX1 xLine,104 000 km,2020,Automatique,Hybride,6 cv,114 000 DT
Mercedes-Benz Classe A,200 000 km,2015,Manuelle,Essence,6 cv,50 000 DT
Volkswagen Polo,100 000 km,2016,Manuelle,Essence,4 cv,45 000 DT
KIA Rio 5p EX,176 600 km,2013,Manuelle,Essence,5 cv,36 500 DT
BMW Série 1 Pack M,94 000 km,2020,Automatique,Essence,8 cv,125 000 DT
Mercedes-Benz Classe C,179 000 km,2014,Automatique,Essence,8 cv,85 000 DT
Land Rover Range Rover Sport HSE Dynamic,183 500 km,2014,Automatique,Essence,24 cv,160 000 DT
Mercedes-Benz Classe C Business,73 000 km,2016,Automatique,Essence,8 cv,89 000 DT
Audi A4 S-line,230 000 km,2018,Automatique,Essence,8 cv,72 000 DT
Volkswagen Golf 7 Cup,248 000 km,2014,Manuelle,Essence,5 cv,45 000 DT
KIA Sportage GT-Line,50 000 km,2021,Automatique,Essence,11 cv,112 000 DT
Suzuki Swift GLX,83 000 km,2021,Automatique,Essence,5 cv,47 000 DT
KIA Sportage,124 000 km,2020,Automatique,Essence,8 cv,89 000 DT
Renault Megane Sedan,87 000 km,2018,Manuelle,Essence,7 cv,52 000 DT
Porsche Cayenne,180 000 km,2007,Automatique,Essence,21 cv,48 000 DT
Mercedes-Benz ML 320 CDI,212 000 km,2009,Automatique,Diesel,15 cv,75 000 DT
Land Rover Range Rover Evoque R DYNAMIQUE,84 000 km,2020,Automatique,Diesel,11 cv,218 000 DT
MG HS toute option,105 000 km,2022,Automatique,Essence,10 cv,68 000 DT
BMW X6 KIT M,140 000 km,2009,Automatique,Essence,19 cv,68 000 DT
Mercedes-Benz GLB AMG,83 000 km,2022,Automatique,Essence,8 cv,178 000 DT
Mercedes-Benz GLA AMG,45 000 km,2019,Automatique,Essence,7 cv,128 000 DT
Nissan Qashqai Tekna,93 000 km,2019,Automatique,Essence,6 cv,78 000 DT
Audi Q8 QUATTRO,61 000 km,2021,Automatique,Essence,23 cv,368 000 DT
BMW Série 3 Kit M,117 000 km,2017,Automatique,Essence,7 cv,79 000 DT
Mercedes-Benz Classe A Avantgarde,181 000 km,2009,Manuelle,Essence,6 cv,28 000 DT
Land Rover Range Rover Evoque dynnamique,106 000 km,2016,Automatique,Essence,15 cv,98 000 DT
Porsche Macan S,120 000 km,2015,Automatique,Essence,23 cv,178 000 DT
Mercedes-Benz GLA AMG,37 000 km,2022,Automatique,Hybride,8 cv,192 000 DT
BMW X1,105 000 km,2018,Automatique,Essence,7 cv,79 000 DT
Mercedes-Benz Classe A AMG,66 000 km,2020,Automatique,Essence,8 cv,128 000 DT
Porsche Cayenne S  V6,185 000 km,2016,Automatique,Diesel,16 cv,189 000 DT
Jeep Renegade Limited,150 000 km,2018,Automatique,Essence,8 cv,65 000 DT
Mercedes-Benz Classe C AMG,28 000 km,2022,Automatique,Essence,9 cv,225 000 DT
Hyundai Tucson toute option,24 000 km,2022,Automatique,Essence,10 cv,162 000 DT
Toyota Hilux Double Cabine GR,3 000 km,2023,Automatique,Diesel,9 cv,278 000 DT
Skoda Citigo toute option,49 000 km,2018,Manuelle,Essence,4 cv,42 000 DT
Fiat 500 C,24 000 km,2020,Manuelle,Hybride,4 cv,62 000 DT
Mercedes-Benz Classe C AMG,63 000 km,2020,Automatique,Essence,8 cv,139 000 DT
Porsche Panamera KIT GTS,203 000 km,2012,Automatique,Essence,20 cv,148 000 DT
Ssangyong Tivoli,160 000 km,2018,Automatique,Essence,8 cv,58 000 DT
Peugeot 3008 Allure,120 000 km,2019,Automatique,Diesel,7 cv,90 000 DT
Honda Accord,102 491 km,2020,Automatique,Essence,10 cv,130 000 DT
Mercedes-Benz Classe S AMG,215 000 km,2006,Automatique,Essence,29 cv,80 000 DT
BMW X5 Pack M,154 000 km,2008,Automatique,Essence,19 cv,62 000 DT
Mercedes-Benz GLC Coupé AMG,32 000 km,2020,Automatique,Hybride,12 cv,259 000 DT
Mercedes-Benz Classe GL,185 000 km,2007,Automatique,Diesel,23 cv,95 000 DT
Volkswagen Golf 6,194 700 km,2010,Automatique,Essence,7 cv,42 000 DT
Mazda 3,106 000 km,2016,Manuelle,Essence,6 cv,55 000 DT
KIA Seltos,14 150 km,2023,Automatique,Essence,8 cv,115 000 DT
Citroën DS3,290 000 km,2010,Manuelle,Essence,5 cv,24 000 DT
MG ZS,110 000 km,2021,Manuelle,Essence,7 cv,58 000 DT
Mini Countryman Business,100 000 km,2015,Manuelle,Essence,11 cv,65 000 DT
Ford Mondeo Titanium + Cuir,17 000 km,2021,Automatique,Essence,9 cv,115 000 DT
Volkswagen Polo,260 000 km,2011,Automatique,Essence,5 cv,27 000 DT
KIA Rio Berline SX,77 000 km,2020,Automatique,Essence,6 cv,68 000 DT
BMW Série 5 Confort,170 000 km,2010,Automatique,Diesel,10 cv,73 000 DT
Geely GX3,24 000 km,2021,Automatique,Essence,6 cv,54 000 DT
Peugeot 3008,210 000 km,2010,Manuelle,Essence,7 cv,32 000 DT
BMW Série 4 Gran Coupé Business Line Plus,121 000 km,2019,Automatique,Essence,7 cv,100 000 DT
Peugeot 307,110 451 km,2007,Manuelle,Essence,8 cv,25 500 DT
Mercedes-Benz Classe A AMG,96 000 km,2019,Automatique,Diesel,6 cv,118 000 DT
Mini Countryman All4,33 000 km,2020,Automatique,Hybride,5 cv,139 500 DT
BMW Série 1 Pack M,110 km,2020,Automatique,Essence,8 cv,115 000 DT
Hyundai Grand i10 Sedan,150 000 km,2017,Manuelle,Essence,5 cv,30 000 DT
Mercedes-Benz Classe A AMG Premium,131 000 km,2013,Automatique,Essence,6 cv,78 000 DT
Ford Fusion Titanium,217 000 km,2016,Automatique,Essence,9 cv,48 000 DT
Seat Leon 1.2L,140 000 km,2018,Manuelle,Essence,6 cv,60 000 DT
